,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,neutrophil,pDC,plasmablast
173,16.0,14.0,25.0,1.0,37.0,5.0,19.0,13.0,24.0,3.0,15.0,0.0,0.0,0.0,16.0,28.0,0.0,0.0,22.0,2.0,20.0,3.0,3.0,8.0,1.0,0.0,1.0,0.0,6.0,0.0,17.0,2.0,0.0,8.0,0.0,0.0,0.0,3.0
174,16.0,15.0,5.0,0.0,8.0,2.0,21.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,9.0,65.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
175,16.0,16.0,1.0,0.0,6.0,1.0,14.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,1.0,0.0,6.0,9.0,93.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
176,16.0,17.0,23.0,0.0,22.0,2.0,14.0,9.0,1.0,7.0,13.0,0.0,0.0,1.0,2.0,30.0,0.0,0.0,12.0,1.0,13.0,0.0,7.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,16.0,18.0,16.0,0.0,11.0,6.0,20.0,5.0,19.0,15.0,0.0,0.0,0.0,1.0,5.0,42.0,0.0,0.0,4.0,3.0,0.0,3.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
178,16.0,19.0,6.0,0.0,5.0,1.0,5.0,13.0,21.0,5.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,16.0,20.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,17.0,2.0,16.0,0.0,1.0,6.0,2.0,0.0,1.0,3.0,9.0,0.0,1.0,3.0,5.0,11.0,0.0,0.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
182,17.0,3.0,4.0,2.0,3.0,3.0,10.0,7.0,8.0,5.0,5.0,0.0,1.0,1.0,2.0,17.0,0.0,1.0,6.0,3.0,2.0,2.0,12.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
183,17.0,4.0,7.0,0.0,8.0,1.0,11.0,26.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,6.0,0.0,1.0,3.0,38.0,70.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,17.0,5.0,7.0,0.0,24.0,7.0,12.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
185,17.0,6.0,35.0,4.0,36.0,10.0,10.0,6.0,5.0,4.0,9.0,0.0,1.0,2.0,7.0,22.0,1.0,0.0,14.0,3.0,5.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0
186,17.0,7.0,13.0,1.0,38.0,2.0,3.0,12.0,13.0,4.0,1.0,0.0,0.0,1.0,11.0,18.0,0.0,0.0,8.0,1.0,3.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,4.0,1.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
187,17.0,8.0,8.0,0.0,45.0,0.0,4.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,8.0,0.0,0.0,2.0,11.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
188,17.0,9.0,6.0,0.0,24.0,3.0,14.0,10.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,11.0,1.0,6.0,1.0,12.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
189,17.0,10.0,23.0,1.0,10.0,8.0,20.0,8.0,36.0,15.0,5.0,0.0,0.0,0.0,9.0,39.0,0.0,1.0,15.0,1.0,9.0,3.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
190,17.0,11.0,16.0,0.0,25.0,2.0,14.0,11.0,31.0,4.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,0.0,6.0,1.0,0.0,1.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
191,17.0,12.0,9.0,0.0,83.0,3.0,16.0,13.0,11.0,2.0,0.0,1.0,0.0,0.0,4.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,17.0,13.0,3.0,0.0,11.0,2.0,23.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,9.0,0.0,0.0,4.0,23.0,67.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,17.0,14.0,4.0,1.0,31.0,0.0,4.0,6.0,12.0,6.0,1.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0,11.0,1.0,0.0,4.0,6.0,50.0,1.0,0.0,1.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
194,17.0,15.0,2.0,0.0,20.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
195,17.0,16.0,14.0,0.0,77.0,3.0,8.0,15.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,10.0,0.0,0.0,3.0,18.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
196,17.0,17.0,1.0,0.0,1.0,1.0,33.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,1.0,0.0,3.0,10.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,17.0,18.0,1.0,0.0,8.0,1.0,21.0,15.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,12.0,1.0,0.0,4.0,12.0,77.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,17.0,19.0,1.0,0.0,0.0,3.0,5.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0,35.0,78.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,17.0,20.0,2.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,47.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,18.0,1.0,11.0,0.0,2.0,2.0,7.0,2.0,0.0,10.0,13.0,0.0,0.0,2.0,2.0,37.0,1.0,0.0,12.0,1.0,7.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,18.0,2.0,1.0,0.0,3.0,3.0,3.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,18.0,3.0,0.0,0.0,5.0,0.0,6.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,1.0,1.0,35.0,68.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
203,18.0,4.0,8.0,0.0,12.0,1.0,9.0,11.0,18.0,4.0,6.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,11.0,0.0,3.0,16.0,24.0,45.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
204,18.0,5.0,9.0,0.0,11.0,0.0,4.0,12.0,1.0,9.0,8.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,20.0,0.0,7.0,1.0,13.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
205,18.0,6.0,8.0,0.0,11.0,5.0,3.0,10.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,6.0,0.0,1.0,1.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206,18.0,7.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,1.0,0.0,0.0,16.0,81.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,18.0,8.0,2.0,0.0,1.0,0.0,10.0,7.0,24.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,39.0,67.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,18.0,9.0,13.0,0.0,0.0,1.0,10.0,17.0,0.0,5.0,16.0,0.0,1.0,0.0,1.0,27.0,0.0,0.0,29.0,0.0,9.0,0.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
209,18.0,10.0,19.0,0.0,6.0,10.0,22.0,4.0,4.0,6.0,15.0,0.0,0.0,0.0,6.0,49.0,0.0,0.0,26.0,0.0,22.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
210,18.0,11.0,14.0,0.0,0.0,7.0,6.0,10.0,5.0,5.0,15.0,0.0,1.0,0.0,7.0,24.0,0.0,0.0,31.0,0.0,19.0,0.0,11.0,41.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
211,18.0,12.0,1.0,0.0,0.0,0.0,7.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,1.0,0.0,38.0,63.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,18.0,13.0,11.0,0.0,2.0,2.0,9.0,7.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,8.0,1.0,28.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,18.0,14.0,11.0,0.0,81.0,3.0,6.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
214,18.0,15.0,3.0,0.0,17.0,0.0,6.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,82.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,18.0,16.0,2.0,0.0,0.0,1.0,17.0,14.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,40.0,58.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,18.0,17.0,2.0,0.0,6.0,3.0,1.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,1.0,0.0,12.0,6.0,72.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
217,18.0,18.0,14.0,0.0,30.0,3.0,24.0,4.0,0.0,8.0,6.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,16.0,1.0,14.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0
218,18.0,19.0,9.0,0.0,5.0,1.0,10.0,13.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,16.0,68.0,1.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,18.0,20.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,33.0,48.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,19.0,1.0,2.0,0.0,21.0,0.0,3.0,7.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
221,19.0,2.0,6.0,0.0,12.0,2.0,3.0,5.0,14.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,17.0,1.0,0.0,7.0,28.0,76.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
222,19.0,3.0,2.0,0.0,5.0,3.0,5.0,9.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,22.0,68.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,19.0,4.0,7.0,0.0,12.0,2.0,6.0,13.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,88.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,19.0,5.0,27.0,0.0,56.0,1.0,13.0,1.0,6.0,6.0,7.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,19.0,0.0,12.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
225,19.0,6.0,9.0,0.0,27.0,0.0,4.0,12.0,29.0,8.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,9.0,0.0,2.0,0.0,6.0,89.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
226,19.0,7.0,1.0,0.0,0.0,0.0,18.0,10.0,29.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,56.0,52.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,19.0,8.0,7.0,0.0,0.0,1.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,19.0,9.0,5.0,0.0,11.0,0.0,6.0,11.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,10.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
229,19.0,10.0,4.0,0.0,19.0,0.0,2.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,0.0,1.0,0.0,9.0,95.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,19.0,11.0,3.0,0.0,0.0,0.0,21.0,11.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,55.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,19.0,12.0,1.0,0.0,2.0,2.0,11.0,10.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,71.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,19.0,13.0,7.0,0.0,7.0,1.0,8.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,9.0,8.0,90.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
233,19.0,14.0,9.0,0.0,31.0,5.0,5.0,12.0,11.0,5.0,2.0,0.0,0.0,0.0,4.0,29.0,0.0,0.0,11.0,1.0,6.0,0.0,12.0,77.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,19.0,15.0,10.0,1.0,1.0,5.0,11.0,6.0,11.0,2.0,5.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,12.0,4.0,5.0,1.0,13.0,57.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235,19.0,16.0,2.0,0.0,0.0,3.0,18.0,11.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,1.0,1.0,19.0,73.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,19.0,17.0,10.0,0.0,0.0,1.0,12.0,15.0,8.0,3.0,2.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,14.0,0.0,3.0,1.0,22.0,75.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,19.0,18.0,24.0,0.0,0.0,9.0,14.0,6.0,1.0,3.0,30.0,0.0,3.0,0.0,8.0,49.0,0.0,0.0,31.0,2.0,28.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
238,19.0,19.0,19.0,0.0,1.0,4.0,16.0,4.0,13.0,5.0,6.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,18.0,1.0,11.0,0.0,15.0,52.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
239,19.0,20.0,1.0,0.0,0.0,0.0,7.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,16.0,15.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,20.0,1.0,2.0,0.0,2.0,0.0,9.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
241,20.0,2.0,3.0,0.0,31.0,2.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
242,20.0,3.0,3.0,0.0,8.0,0.0,8.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,1.0,15.0,99.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,20.0,4.0,2.0,0.0,5.0,4.0,8.0,7.0,22.0,5.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,55.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244,20.0,5.0,7.0,0.0,7.0,0.0,7.0,17.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,7.0,0.0,1.0,5.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
245,20.0,6.0,8.0,0.0,0.0,10.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
246,20.0,7.0,13.0,0.0,14.0,5.0,22.0,10.0,3.0,5.0,2.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,11.0,0.0,23.0,2.0,5.0,46.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
247,20.0,8.0,3.0,0.0,2.0,0.0,8.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,34.0,68.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
248,20.0,9.0,18.0,0.0,14.0,3.0,20.0,13.0,4.0,10.0,8.0,0.0,0.0,0.0,6.0,54.0,1.0,0.0,26.0,6.0,18.0,4.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
249,20.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,20.0,11.0,7.0,0.0,2.0,9.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,1.0,12.0,51.0,1.0,0.0,25.0,0.0,7.0,1.0,6.0,28.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
251,20.0,12.0,1.0,0.0,0.0,1.0,10.0,10.0,29.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,1.0,0.0,30.0,72.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,20.0,13.0,3.0,0.0,24.0,0.0,6.0,5.0,33.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,11.0,0.0,0.0,32.0,10.0,37.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
253,20.0,14.0,1.0,0.0,9.0,1.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,20.0,15.0,17.0,0.0,19.0,9.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,14.0,0.0,5.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
255,20.0,16.0,4.0,0.0,4.0,1.0,6.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,6.0,15.0,62.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
256,20.0,17.0,0.0,0.0,7.0,1.0,16.0,7.0,30.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,11.0,32.0,63.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,20.0,18.0,4.0,0.0,19.0,2.0,5.0,10.0,20.0,8.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,10.0,0.0,0.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,20.0,19.0,2.0,0.0,16.0,2.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,1.0,3.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,20.0,20.0,1.0,0.0,16.0,1.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,21.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,10.0,45.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
