,fov,spot_id,B-cell,NK,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Treg,endothelial,epithelial,fibroblast,mDC,macrophage,mast,monocyte,neutrophil,pDC,plasmablast,tumor 12,tumor 13,tumor 5,tumor 6,tumor 9
281,15.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,45.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
282,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,54.0,1.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,166.0
283,15.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0
284,15.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
285,15.0,6.0,0.0,0.0,16.0,0.0,3.0,5.0,2.0,6.0,0.0,69.0,1.0,5.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,113.0
286,15.0,7.0,0.0,4.0,33.0,1.0,0.0,4.0,2.0,9.0,1.0,87.0,1.0,9.0,0.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,93.0
287,15.0,8.0,2.0,1.0,33.0,1.0,3.0,5.0,7.0,11.0,2.0,111.0,2.0,16.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0
288,15.0,9.0,0.0,2.0,12.0,3.0,1.0,0.0,6.0,6.0,0.0,71.0,2.0,6.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,85.0
289,15.0,10.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
290,15.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
291,15.0,12.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
292,15.0,13.0,0.0,5.0,29.0,4.0,4.0,3.0,5.0,10.0,1.0,99.0,3.0,3.0,2.0,5.0,5.0,0.0,6.0,0.0,1.0,0.0,1.0,74.0
293,15.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,138.0
294,15.0,15.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,120.0,0.0,0.0,7.0,1.0,3.0,1.0,47.0
295,15.0,16.0,4.0,3.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,136.0,0.0,0.0,11.0,0.0,1.0,1.0,21.0
296,15.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
297,15.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,148.0
298,15.0,19.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,2.0,114.0,0.0,0.0,10.0,0.0,2.0,2.0,61.0
299,15.0,20.0,6.0,4.0,0.0,4.0,0.0,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,8.0,0.0,1.0,1.0,37.0
300,16.0,1.0,4.0,3.0,50.0,1.0,5.0,8.0,6.0,31.0,0.0,140.0,3.0,8.0,1.0,6.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,29.0
301,16.0,2.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,7.0,1.0,27.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,163.0
302,16.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0
303,16.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0
304,16.0,5.0,1.0,0.0,17.0,0.0,1.0,0.0,2.0,8.0,1.0,65.0,1.0,4.0,1.0,3.0,3.0,2.0,13.0,0.0,0.0,0.0,1.0,87.0
305,16.0,6.0,4.0,2.0,37.0,2.0,0.0,2.0,4.0,22.0,1.0,112.0,4.0,5.0,2.0,4.0,6.0,4.0,9.0,2.0,0.0,0.0,0.0,65.0
306,16.0,7.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,9.0,0.0,38.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
307,16.0,8.0,0.0,1.0,18.0,0.0,5.0,4.0,4.0,2.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,199.0
308,16.0,9.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,128.0
309,16.0,10.0,1.0,1.0,14.0,0.0,2.0,4.0,2.0,1.0,1.0,75.0,1.0,0.0,0.0,0.0,2.0,3.0,11.0,0.0,1.0,0.0,0.0,100.0
310,16.0,11.0,0.0,1.0,15.0,0.0,2.0,1.0,0.0,4.0,0.0,47.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,127.0
311,16.0,12.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0,6.0,2.0,37.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0
312,16.0,13.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,49.0,0.0,5.0,0.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,93.0
313,16.0,14.0,2.0,2.0,18.0,3.0,0.0,5.0,4.0,7.0,2.0,49.0,0.0,2.0,0.0,2.0,8.0,2.0,22.0,0.0,0.0,1.0,0.0,106.0
314,16.0,15.0,2.0,4.0,37.0,2.0,2.0,5.0,4.0,12.0,0.0,114.0,0.0,4.0,2.0,1.0,5.0,1.0,9.0,0.0,1.0,0.0,1.0,29.0
315,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,157.0
316,16.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,109.0
317,16.0,18.0,1.0,3.0,18.0,0.0,4.0,1.0,5.0,5.0,0.0,93.0,1.0,2.0,0.0,2.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,50.0
318,16.0,19.0,1.0,1.0,22.0,1.0,1.0,2.0,4.0,17.0,0.0,83.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,52.0
319,16.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
320,17.0,1.0,3.0,6.0,11.0,2.0,1.0,8.0,22.0,18.0,0.0,67.0,1.0,6.0,1.0,1.0,3.0,11.0,73.0,0.0,0.0,0.0,0.0,22.0
321,17.0,2.0,1.0,1.0,26.0,2.0,1.0,6.0,12.0,13.0,0.0,68.0,1.0,16.0,0.0,3.0,2.0,10.0,32.0,0.0,0.0,0.0,0.0,74.0
322,17.0,3.0,0.0,0.0,8.0,0.0,6.0,0.0,2.0,8.0,0.0,23.0,0.0,17.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,134.0
323,17.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.0
324,17.0,5.0,1.0,0.0,16.0,0.0,1.0,1.0,6.0,2.0,0.0,43.0,1.0,8.0,0.0,2.0,0.0,12.0,52.0,0.0,1.0,0.0,0.0,95.0
325,17.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
326,17.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,124.0
327,17.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,4.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,179.0
328,17.0,9.0,2.0,0.0,33.0,1.0,2.0,2.0,7.0,8.0,0.0,80.0,0.0,14.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,87.0
329,17.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
330,17.0,11.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,0.0,2.0,0.0,1.0,2.0,79.0
331,17.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,163.0
332,17.0,13.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,44.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0
333,17.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,185.0
334,17.0,15.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,51.0,0.0,0.0,4.0,1.0,0.0,1.0,146.0
335,17.0,16.0,0.0,0.0,12.0,1.0,3.0,0.0,1.0,7.0,0.0,93.0,0.0,17.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,119.0
336,17.0,17.0,2.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,3.0,11.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,2.0,3.0,144.0
337,17.0,18.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,4.0,2.0,10.0,0.0,7.0,1.0,1.0,33.0,0.0,1.0,2.0,0.0,0.0,4.0,144.0
338,17.0,19.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,6.0,2.0,6.0,0.0,6.0,0.0,1.0,41.0,0.0,0.0,5.0,0.0,1.0,3.0,138.0
339,17.0,20.0,0.0,1.0,14.0,1.0,3.0,0.0,1.0,4.0,0.0,27.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.0
340,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,1.0,1.0,180.0
341,18.0,2.0,4.0,5.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,3.0,1.0,2.0,78.0,1.0,0.0,4.0,1.0,1.0,7.0,129.0
342,18.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,4.0,0.0,2.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,155.0
343,18.0,4.0,0.0,2.0,5.0,0.0,1.0,3.0,2.0,1.0,0.0,23.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,189.0
344,18.0,5.0,0.0,0.0,11.0,1.0,1.0,3.0,1.0,13.0,0.0,72.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
345,18.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
346,18.0,7.0,0.0,1.0,11.0,0.0,1.0,4.0,2.0,8.0,1.0,52.0,3.0,3.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,125.0
347,18.0,8.0,3.0,1.0,16.0,3.0,4.0,6.0,6.0,10.0,1.0,65.0,2.0,5.0,0.0,3.0,4.0,2.0,14.0,0.0,2.0,0.0,0.0,40.0
348,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,223.0
349,18.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0
350,18.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
351,18.0,12.0,3.0,2.0,21.0,1.0,7.0,6.0,5.0,15.0,0.0,45.0,1.0,4.0,1.0,2.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,51.0
352,18.0,13.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
353,18.0,14.0,1.0,0.0,20.0,1.0,2.0,1.0,4.0,5.0,1.0,34.0,1.0,10.0,1.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,129.0
354,18.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
355,18.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
356,18.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
357,18.0,18.0,0.0,1.0,9.0,0.0,2.0,2.0,2.0,6.0,0.0,32.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
358,18.0,19.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,5.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,121.0
359,18.0,20.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,154.0
360,19.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,26.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
361,19.0,2.0,0.0,0.0,20.0,0.0,0.0,3.0,1.0,11.0,0.0,92.0,3.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
362,19.0,3.0,0.0,1.0,31.0,1.0,11.0,6.0,10.0,4.0,1.0,78.0,5.0,9.0,1.0,9.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,52.0
363,19.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,31.0,0.0,4.0,0.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,162.0
364,19.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0
365,19.0,6.0,0.0,2.0,34.0,1.0,11.0,6.0,5.0,15.0,0.0,42.0,0.0,14.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
366,19.0,7.0,1.0,2.0,24.0,1.0,9.0,9.0,13.0,3.0,1.0,25.0,0.0,7.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,159.0
367,19.0,8.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,0.0,35.0,0.0,5.0,0.0,2.0,1.0,8.0,10.0,0.0,0.0,1.0,0.0,132.0
368,19.0,9.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,22.0,0.0,5.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0
369,19.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,1.0,0.0,165.0
370,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,212.0
371,19.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,204.0
372,19.0,13.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,6.0,2.0,0.0,174.0,1.0,0.0,7.0,0.0,0.0,1.0,40.0
373,19.0,14.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,8.0,0.0,2.0,151.0,0.0,0.0,12.0,0.0,1.0,1.0,55.0
374,19.0,15.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,1.0,150.0,0.0,0.0,1.0,0.0,0.0,2.0,67.0
375,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,132.0
376,19.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,2.0,0.0,1.0,2.0,135.0
377,19.0,18.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,82.0,0.0,0.0,4.0,1.0,1.0,4.0,81.0
378,19.0,19.0,2.0,3.0,1.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,170.0,0.0,0.0,7.0,0.0,1.0,0.0,16.0
379,19.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,3.0,0.0,0.0,1.0,127.0
380,20.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,5.0,0.0,0.0,1.0,45.0
381,20.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,47.0,0.0,0.0,2.0,0.0,1.0,1.0,65.0
382,20.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,163.0,0.0,0.0,9.0,0.0,1.0,0.0,20.0
383,20.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0,0.0,3.0,0.0,2.0,0.0,148.0
384,20.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0
385,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
386,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,138.0
387,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,166.0
388,20.0,9.0,1.0,2.0,21.0,0.0,2.0,2.0,2.0,14.0,0.0,95.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
389,20.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,7.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,168.0
390,20.0,11.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,10.0,0.0,26.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,157.0
391,20.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,17.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
392,20.0,13.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,7.0,0.0,23.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
393,20.0,14.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0
394,20.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
395,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
396,20.0,17.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,32.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
397,20.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
398,20.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.0
399,20.0,20.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0
