,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,macrophage,mast,monocyte,pDC,plasmablast
178,9.0,19.0,7.0,0.0,0.0,6.0,17.0,16.0,0.0,5.0,25.0,0.0,2.0,3.0,6.0,30.0,1.0,0.0,21.0,1.0,12.0,0.0,3.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0
179,9.0,20.0,11.0,0.0,9.0,4.0,7.0,30.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,7.0,0.0,0.0,2.0,16.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0
180,10.0,1.0,8.0,0.0,10.0,3.0,27.0,27.0,21.0,4.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,9.0,0.0,0.0,6.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
181,10.0,2.0,11.0,0.0,7.0,0.0,20.0,23.0,35.0,19.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,10.0,0.0,0.0,14.0,3.0,93.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
182,10.0,3.0,6.0,0.0,18.0,1.0,16.0,25.0,14.0,7.0,1.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,9.0,0.0,0.0,12.0,17.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
183,10.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,10.0,5.0,13.0,0.0,19.0,8.0,11.0,28.0,15.0,2.0,3.0,1.0,0.0,1.0,8.0,24.0,0.0,0.0,20.0,1.0,8.0,17.0,9.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,2.0
185,10.0,6.0,12.0,2.0,12.0,3.0,33.0,17.0,69.0,2.0,1.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,9.0,0.0,0.0,0.0,8.0,52.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0
186,10.0,7.0,12.0,0.0,18.0,0.0,26.0,13.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,7.0,7.0,58.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
187,10.0,8.0,5.0,0.0,6.0,1.0,3.0,14.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,58.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
188,10.0,9.0,21.0,0.0,0.0,6.0,12.0,7.0,33.0,28.0,12.0,0.0,4.0,1.0,7.0,30.0,0.0,0.0,21.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,7.0
189,10.0,10.0,9.0,0.0,0.0,0.0,10.0,21.0,24.0,8.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,3.0,8.0,0.0,3.0,25.0,3.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0
190,10.0,11.0,9.0,1.0,1.0,2.0,29.0,10.0,14.0,13.0,37.0,0.0,1.0,2.0,5.0,18.0,0.0,0.0,32.0,1.0,27.0,19.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
191,10.0,12.0,10.0,0.0,6.0,2.0,20.0,19.0,10.0,7.0,21.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,25.0,2.0,15.0,6.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
192,10.0,13.0,7.0,8.0,0.0,8.0,1.0,4.0,2.0,22.0,0.0,0.0,0.0,3.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
193,10.0,14.0,22.0,1.0,18.0,5.0,6.0,18.0,4.0,5.0,34.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,39.0,0.0,20.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,10.0
194,10.0,15.0,10.0,0.0,37.0,5.0,18.0,11.0,5.0,14.0,22.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,24.0,0.0,17.0,26.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,1.0
195,10.0,16.0,19.0,1.0,21.0,3.0,5.0,11.0,20.0,12.0,0.0,0.0,0.0,0.0,12.0,50.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,2.0
196,10.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
197,10.0,18.0,6.0,0.0,5.0,0.0,4.0,6.0,28.0,8.0,3.0,0.0,0.0,0.0,13.0,18.0,1.0,1.0,11.0,1.0,6.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
198,10.0,19.0,10.0,0.0,41.0,3.0,15.0,19.0,12.0,9.0,3.0,0.0,0.0,1.0,6.0,30.0,0.0,0.0,7.0,0.0,4.0,21.0,0.0,81.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
199,10.0,20.0,20.0,0.0,7.0,8.0,13.0,20.0,13.0,5.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,11.0,1.0,10.0,0.0,6.0,2.0,30.0,29.0,31.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,13.0,1.0,0.0,25.0,4.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0
201,11.0,2.0,8.0,0.0,17.0,2.0,40.0,21.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,1.0,9.0,3.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
202,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,11.0,5.0,13.0,1.0,10.0,0.0,45.0,29.0,48.0,8.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,10.0,0.0,2.0,7.0,6.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
205,11.0,6.0,11.0,0.0,7.0,0.0,60.0,17.0,62.0,14.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,1.0,11.0,0.0,1.0,3.0,10.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0
206,11.0,7.0,7.0,0.0,5.0,1.0,4.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
207,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,11.0,9.0,13.0,0.0,15.0,12.0,13.0,18.0,9.0,4.0,20.0,0.0,2.0,2.0,2.0,40.0,0.0,0.0,40.0,2.0,26.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
209,11.0,10.0,16.0,0.0,3.0,5.0,18.0,18.0,2.0,9.0,45.0,0.0,0.0,1.0,3.0,27.0,2.0,0.0,41.0,0.0,42.0,12.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0
210,11.0,11.0,10.0,0.0,9.0,1.0,2.0,27.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,14.0,0.0,0.0,11.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0
211,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,11.0,13.0,14.0,1.0,45.0,13.0,8.0,2.0,9.0,50.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,5.0,0.0,0.0,1.0,5.0
213,11.0,14.0,22.0,18.0,19.0,6.0,12.0,13.0,3.0,16.0,7.0,0.0,1.0,0.0,4.0,23.0,1.0,0.0,13.0,1.0,7.0,3.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,13.0,1.0,0.0,0.0,31.0
214,11.0,15.0,21.0,1.0,45.0,2.0,17.0,17.0,24.0,16.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,12.0,0.0,2.0,12.0,4.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0
215,11.0,16.0,7.0,0.0,1.0,4.0,21.0,8.0,29.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
216,11.0,17.0,3.0,0.0,1.0,2.0,1.0,7.0,5.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
217,11.0,18.0,7.0,0.0,3.0,4.0,11.0,22.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,11.0,19.0,11.0,1.0,11.0,2.0,33.0,11.0,51.0,17.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,19.0,1.0,1.0,7.0,3.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
219,11.0,20.0,13.0,0.0,3.0,3.0,14.0,17.0,38.0,11.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,15.0,2.0,3.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
220,12.0,1.0,20.0,1.0,0.0,7.0,12.0,24.0,1.0,3.0,37.0,0.0,1.0,2.0,6.0,30.0,0.0,0.0,22.0,0.0,20.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
221,12.0,2.0,19.0,8.0,13.0,4.0,11.0,19.0,2.0,39.0,19.0,0.0,2.0,1.0,23.0,18.0,0.0,0.0,17.0,0.0,9.0,5.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,43.0,0.0,0.0,0.0,6.0
222,12.0,3.0,21.0,0.0,104.0,1.0,11.0,11.0,23.0,37.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,7.0,10.0,0.0,0.0,0.0,2.0
223,12.0,4.0,9.0,0.0,3.0,0.0,20.0,18.0,39.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,7.0,0.0,0.0,3.0,8.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
224,12.0,5.0,18.0,2.0,3.0,13.0,16.0,10.0,7.0,2.0,45.0,0.0,2.0,3.0,9.0,50.0,1.0,0.0,57.0,2.0,25.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,5.0
225,12.0,6.0,17.0,0.0,0.0,9.0,13.0,14.0,2.0,2.0,61.0,0.0,3.0,1.0,5.0,30.0,0.0,0.0,51.0,1.0,26.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0
226,12.0,7.0,10.0,1.0,22.0,6.0,6.0,24.0,26.0,7.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,12.0,1.0,4.0,3.0,17.0,53.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,4.0
227,12.0,8.0,6.0,0.0,13.0,2.0,5.0,32.0,17.0,3.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,10.0,0.0,0.0,8.0,14.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
228,12.0,9.0,10.0,0.0,16.0,2.0,23.0,37.0,9.0,10.0,1.0,0.0,0.0,1.0,3.0,27.0,0.0,0.0,11.0,0.0,1.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0
229,12.0,10.0,6.0,1.0,3.0,5.0,65.0,41.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,59.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0
230,12.0,11.0,11.0,0.0,22.0,7.0,15.0,48.0,21.0,1.0,1.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,9.0,2.0,0.0,3.0,33.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0
231,12.0,12.0,9.0,0.0,18.0,1.0,7.0,21.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,11.0,0.0,0.0,7.0,18.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
232,12.0,13.0,13.0,0.0,2.0,3.0,20.0,50.0,13.0,9.0,1.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,4.0,0.0,0.0,6.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0
233,12.0,14.0,24.0,0.0,6.0,4.0,28.0,31.0,10.0,3.0,32.0,0.0,2.0,6.0,4.0,33.0,0.0,0.0,57.0,1.0,17.0,2.0,3.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
234,12.0,15.0,3.0,0.0,21.0,2.0,8.0,29.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,11.0,1.0,3.0,4.0,25.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
235,12.0,16.0,10.0,0.0,7.0,1.0,55.0,11.0,1.0,9.0,2.0,0.0,0.0,0.0,8.0,45.0,0.0,0.0,12.0,0.0,6.0,7.0,3.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
236,12.0,17.0,8.0,1.0,11.0,1.0,8.0,23.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,1.0,9.0,0.0,0.0,12.0,1.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
237,12.0,18.0,15.0,0.0,5.0,6.0,15.0,24.0,12.0,3.0,19.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,31.0,0.0,15.0,27.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0
238,12.0,19.0,17.0,1.0,4.0,3.0,15.0,13.0,2.0,4.0,31.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,48.0,0.0,11.0,4.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0
239,12.0,20.0,8.0,0.0,19.0,0.0,7.0,14.0,21.0,10.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,1.0,9.0,2.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,1.0
240,13.0,1.0,11.0,0.0,23.0,3.0,4.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0
241,13.0,2.0,7.0,0.0,11.0,4.0,6.0,30.0,22.0,3.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,2.0,3.0,1.0,7.0,63.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
242,13.0,3.0,9.0,1.0,0.0,2.0,11.0,11.0,3.0,3.0,15.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,22.0,1.0,15.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
243,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,13.0,5.0,21.0,0.0,31.0,6.0,13.0,13.0,1.0,7.0,61.0,1.0,3.0,3.0,6.0,28.0,0.0,0.0,52.0,1.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0
245,13.0,6.0,9.0,4.0,1.0,3.0,53.0,55.0,12.0,3.0,6.0,0.0,1.0,1.0,2.0,14.0,0.0,0.0,16.0,0.0,4.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,15.0
246,13.0,7.0,12.0,0.0,0.0,4.0,78.0,45.0,17.0,10.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,1.0,8.0,0.0,0.0,5.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
247,13.0,8.0,2.0,0.0,4.0,0.0,11.0,17.0,16.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,8.0,0.0,3.0,8.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
248,13.0,9.0,10.0,1.0,25.0,4.0,7.0,21.0,5.0,2.0,8.0,0.0,0.0,1.0,7.0,30.0,0.0,1.0,16.0,2.0,9.0,8.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0
249,13.0,10.0,14.0,0.0,21.0,4.0,16.0,8.0,1.0,3.0,77.0,0.0,2.0,1.0,6.0,16.0,1.0,0.0,39.0,2.0,23.0,4.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0
250,13.0,11.0,16.0,0.0,20.0,2.0,37.0,26.0,44.0,3.0,0.0,0.0,1.0,0.0,6.0,14.0,1.0,1.0,7.0,0.0,1.0,35.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0
251,13.0,12.0,5.0,0.0,7.0,3.0,42.0,36.0,13.0,6.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
252,13.0,13.0,8.0,0.0,0.0,1.0,17.0,31.0,21.0,5.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0
253,13.0,14.0,13.0,1.0,0.0,6.0,29.0,55.0,13.0,5.0,17.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,16.0,0.0,4.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0
254,13.0,15.0,7.0,0.0,3.0,1.0,28.0,45.0,19.0,5.0,2.0,0.0,0.0,1.0,7.0,16.0,1.0,1.0,4.0,0.0,1.0,40.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0
255,13.0,16.0,4.0,0.0,20.0,0.0,40.0,46.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,7.0,0.0,0.0,3.0,2.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
256,13.0,17.0,2.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
257,13.0,18.0,14.0,0.0,1.0,3.0,19.0,35.0,3.0,10.0,52.0,0.0,1.0,0.0,2.0,22.0,0.0,2.0,32.0,1.0,21.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0
258,13.0,19.0,7.0,0.0,10.0,1.0,30.0,42.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,13.0,20.0,5.0,0.0,0.0,0.0,15.0,38.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
